Molecule ChEMBL ID,Molecule Name,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Comment,Molecule Max Phase,Activity µM,canonical_smiles,NEW_SMILES
CHEMBL1331573,,CCOC(=O)C(C(=O)OCC)c1cc(Br)c2noc3c2c1C(=O)c1ccccc1-3,Potency,'=',1122.0,nM,Active,,1.12,CCOC(=O)C(C(=O)OCC)c1cc(Br)c2noc3c2c1C(=O)c1ccccc1-3,CCOC(=O)C(C(=O)OCC)c1cc(Br)c2noc3c2c1C(=O)c1ccccc1-3
CHEMBL1352854,,O=C1C(=C2SCCCS2)CC/C1=C\c1ccc(F)cc1,Potency,'=',1122.0,nM,Active,,1.12,O=C1C(=C2SCCCS2)CC/C1=C\c1ccc(F)cc1,O=C1C(=C2SCCCS2)CC/C1=C\c1ccc(F)cc1
CHEMBL1361153,,COC(=O)C1=C(C(=O)OC)SC(=C2C(=S)C(C)(C)N(C(=O)CC(C)C)c3ccccc32)S1,Potency,'=',1122.0,nM,Active,,1.12,COC(=O)C1=C(C(=O)OC)SC(=C2C(=S)C(C)(C)N(C(=O)CC(C)C)c3ccccc32)S1,COC(=O)C1=C(C(=O)OC)SC(=C2C(=S)C(C)(C)N(C(=O)CC(C)C)c3ccccc32)S1
CHEMBL533293,,CCN1/C(=C/C=C/c2oc3ccc4ccccc4c3[n+]2CC)Oc2ccc3ccccc3c21.Cc1ccc(S(=O)(=O)[O-])cc1,Potency,'=',1122.0,nM,Active,,1.12,CCN1/C(=C/C=C/c2oc3ccc4ccccc4c3[n+]2CC)Oc2ccc3ccccc3c21.Cc1ccc(S(=O)(=O)[O-])cc1,CCN1/C(=C/C=C/c2oc3ccc4ccccc4c3[n+]2CC)Oc2ccc3ccccc3c21
CHEMBL1327074,,Cn1cc(/C=C2\SC(=S)N(NC(=O)c3ccccc3Cl)C2=O)c2ccccc21,Potency,'=',1122.0,nM,Active,,1.12,Cn1cc(/C=C2\SC(=S)N(NC(=O)c3ccccc3Cl)C2=O)c2ccccc21,Cn1cc(/C=C2\SC(=S)N(NC(=O)c3ccccc3Cl)C2=O)c2ccccc21
CHEMBL1416348,,COc1ccc2nc(N3C(=O)/C(=C/c4ccc(Cl)cc4)NC3=S)sc2c1,Potency,'=',1122.0,nM,Active,,1.12,COc1ccc2nc(N3C(=O)/C(=C/c4ccc(Cl)cc4)NC3=S)sc2c1,COc1ccc2nc(N3C(=O)/C(=C/c4ccc(Cl)cc4)NC3=S)sc2c1
CHEMBL1099177,,O=[N+]([O-])c1ccc(-c2cc(-c3ccc(Cl)cc3)n[nH]2)cc1,Potency,'=',1122.0,nM,Active,,1.12,O=[N+]([O-])c1ccc(-c2cc(-c3ccc(Cl)cc3)n[nH]2)cc1,O=[N+]([O-])c1ccc(-c2cc(-c3ccc(Cl)cc3)n[nH]2)cc1
CHEMBL1556805,,CC[n+]1c(/C=C/C=C/c2ccc(N(C)C)cc2)sc2ccccc21.[O-][Cl+3]([O-])([O-])[O-],Potency,'=',1122.0,nM,Active,,1.12,CC[n+]1c(/C=C/C=C/c2ccc(N(C)C)cc2)sc2ccccc21.[O-][Cl+3]([O-])([O-])[O-],CC[n+]1c(/C=C/C=C/c2ccc(N(C)C)cc2)sc2ccccc21
CHEMBL1440703,,CC(=O)Nc1cc(OC(C)=O)c2nonc2c1OC(C)=O,Potency,'=',1122.0,nM,Active,,1.12,CC(=O)Nc1cc(OC(C)=O)c2nonc2c1OC(C)=O,CC(=O)Nc1cc(OC(C)=O)c2nonc2c1OC(C)=O
CHEMBL3211092,,CCOc1ccc(N/C=C/C(=O)c2ccc(C)cc2)c([N+](=O)[O-])c1,Potency,'=',1122.0,nM,Active,,1.12,CCOc1ccc(N/C=C/C(=O)c2ccc(C)cc2)c([N+](=O)[O-])c1,CCOc1ccc(N/C=C/C(=O)c2ccc(C)cc2)c([N+](=O)[O-])c1
CHEMBL1315281,,CN(C)c1ccc(C(=O)Nc2sc(Nc3ccccc3)nc2C(N)=O)cc1,Potency,'=',1122.0,nM,Active,,1.12,CN(C)c1ccc(C(=O)Nc2sc(Nc3ccccc3)nc2C(N)=O)cc1,CN(C)c1ccc(C(=O)Nc2sc(Nc3ccccc3)nc2C(N)=O)cc1
CHEMBL1976388,,O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1cc2c(ccc3ccccc32)o1,Potency,'=',1122.0,nM,Active,,1.12,O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1cc2c(ccc3ccccc32)o1,O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1cc2c(ccc3ccccc32)o1
CHEMBL1471037,,O=C1Nc2cc3c(cc2C1=O)sc1ccccc13,Potency,'=',1122.0,nM,Active,,1.12,O=C1Nc2cc3c(cc2C1=O)sc1ccccc13,O=C1Nc2cc3c(cc2C1=O)sc1ccccc13
CHEMBL3209901,,CCOc1ccc(N/C=C/C(=O)c2ccc3ccccc3c2)c([N+](=O)[O-])c1,Potency,'=',1122.0,nM,Active,,1.12,CCOc1ccc(N/C=C/C(=O)c2ccc3ccccc3c2)c([N+](=O)[O-])c1,CCOc1ccc(N/C=C/C(=O)c2ccc3ccccc3c2)c([N+](=O)[O-])c1
CHEMBL1347080,,O=C(O)/C=C/c1cn(-c2ccccc2)nc1-c1ccc(-c2ccc([N+](=O)[O-])cc2)o1,Potency,'=',1122.0,nM,Active,,1.12,O=C(O)/C=C/c1cn(-c2ccccc2)nc1-c1ccc(-c2ccc([N+](=O)[O-])cc2)o1,O=C(O)/C=C/c1cn(-c2ccccc2)nc1-c1ccc(-c2ccc([N+](=O)[O-])cc2)o1
CHEMBL1565212,,O=C(Nc1ccc(N2CCOCC2)cc1)Nc1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,Potency,'=',1190.0,nM,Active,,1.19,O=C(Nc1ccc(N2CCOCC2)cc1)Nc1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,O=C(Nc1ccc(N2CCOCC2)cc1)Nc1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1
CHEMBL3196884,,O=C(O)c1cc(-c2ccc(/C=N/Nc3ccc([N+](=O)[O-])cn3)o2)ccc1Cl,Potency,'=',1258.9,nM,Active,,1.26,O=C(O)c1cc(-c2ccc(/C=N/Nc3ccc([N+](=O)[O-])cn3)o2)ccc1Cl,O=C(O)c1cc(-c2ccc(/C=N/Nc3ccc([N+](=O)[O-])cn3)o2)ccc1Cl
CHEMBL1467497,,COc1cccc(/C=C2/SC(=S)N(CC(=O)Nc3nnc(C)s3)C2=O)c1,Potency,'=',1258.9,nM,Active,,1.26,COc1cccc(/C=C2/SC(=S)N(CC(=O)Nc3nnc(C)s3)C2=O)c1,COc1cccc(/C=C2/SC(=S)N(CC(=O)Nc3nnc(C)s3)C2=O)c1
CHEMBL1570661,,O=[N+]([O-])c1ccc(Nc2ccc3ccccc3c2)nc1,Potency,'=',1258.9,nM,Active,,1.26,O=[N+]([O-])c1ccc(Nc2ccc3ccccc3c2)nc1,O=[N+]([O-])c1ccc(Nc2ccc3ccccc3c2)nc1
CHEMBL3199870,,COc1ccc2c(c1)CCC(/C=N/c1ccc3c(c1)OCO3)=C2O,Potency,'=',1258.9,nM,Active,,1.26,COc1ccc2c(c1)CCC(/C=N/c1ccc3c(c1)OCO3)=C2O,COc1ccc2c(c1)CCC(/C=N/c1ccc3c(c1)OCO3)=C2O
CHEMBL1340957,,Cc1ccc(N=Nc2ccc(C)cc2NC(=O)Nc2ccccc2F)cc1,Potency,'=',1258.9,nM,Active,,1.26,Cc1ccc(N=Nc2ccc(C)cc2NC(=O)Nc2ccccc2F)cc1,Cc1ccc(N=Nc2ccc(C)cc2NC(=O)Nc2ccccc2F)cc1
CHEMBL1313324,,O=C(O)CCN1C(=O)/C(=C/c2ccc(-c3nc4ccccc4s3)o2)SC1=S,Potency,'=',1258.9,nM,Active,,1.26,O=C(O)CCN1C(=O)/C(=C/c2ccc(-c3nc4ccccc4s3)o2)SC1=S,O=C(O)CCN1C(=O)/C(=C/c2ccc(-c3nc4ccccc4s3)o2)SC1=S
CHEMBL1512186,,CCN(CC)c1ccc(NC(=O)c2sc3nc4c(cc3c2N)CN(C)CC4)cc1,Potency,'=',1258.9,nM,Active,,1.26,CCN(CC)c1ccc(NC(=O)c2sc3nc4c(cc3c2N)CN(C)CC4)cc1,CCN(CC)c1ccc(NC(=O)c2sc3nc4c(cc3c2N)CN(C)CC4)cc1
CHEMBL1455542,,CCOc1ccc(-c2csc(/C(C#N)=C\c3ccc(O)c([N+](=O)[O-])c3)n2)cc1,Potency,'=',1258.9,nM,Active,,1.26,CCOc1ccc(-c2csc(/C(C#N)=C\c3ccc(O)c([N+](=O)[O-])c3)n2)cc1,CCOc1ccc(-c2csc(/C(C#N)=C\c3ccc(O)c([N+](=O)[O-])c3)n2)cc1
CHEMBL3194031,,C/C(=N\N=C\c1ccc(N(C)C)cc1)c1cccc([N+](=O)[O-])c1,Potency,'=',1258.9,nM,Active,,1.26,C/C(=N\N=C\c1ccc(N(C)C)cc1)c1cccc([N+](=O)[O-])c1,C/C(=N\N=C\c1ccc(N(C)C)cc1)c1cccc([N+](=O)[O-])c1
CHEMBL3210345,,CCN(CC)c1ccc(/C=N/N2CCN(c3ccccn3)CC2)cc1,Potency,'=',1258.9,nM,Active,,1.26,CCN(CC)c1ccc(/C=N/N2CCN(c3ccccn3)CC2)cc1,CCN(CC)c1ccc(/C=N/N2CCN(c3ccccn3)CC2)cc1
CHEMBL1541861,,CC[n+]1c(/C=C/c2c[nH]c3ccccc23)ccc2cc(C)ccc21.[I-],Potency,'=',1258.9,nM,Active,,1.26,CC[n+]1c(/C=C/c2c[nH]c3ccccc23)ccc2cc(C)ccc21.[I-],CC[n+]1c(/C=C/c2c[nH]c3ccccc23)ccc2cc(C)ccc21
CHEMBL3392041,,N#Cc1c(N)sc(=S)c2c1CCN(Cc1ccccc1)C2,Potency,'=',1258.9,nM,Active,,1.26,N#Cc1c(N)sc(=S)c2c1CCN(Cc1ccccc1)C2,N#Cc1c(N)sc(=S)c2c1CCN(Cc1ccccc1)C2
CHEMBL1575303,,COc1ccc(-c2csc(/C(C#N)=C\c3ccc(O)c([N+](=O)[O-])c3)n2)cc1OC,Potency,'=',1258.9,nM,Active,,1.26,COc1ccc(-c2csc(/C(C#N)=C\c3ccc(O)c([N+](=O)[O-])c3)n2)cc1OC,COc1ccc(-c2csc(/C(C#N)=C\c3ccc(O)c([N+](=O)[O-])c3)n2)cc1OC
CHEMBL3207901,,COc1cc(/C=N/NC(=O)c2sc3ccccc3c2Cl)ccc1OC(=O)c1ccc([N+](=O)[O-])cc1,Potency,'=',1258.9,nM,Active,,1.26,COc1cc(/C=N/NC(=O)c2sc3ccccc3c2Cl)ccc1OC(=O)c1ccc([N+](=O)[O-])cc1,COc1cc(/C=N/NC(=O)c2sc3ccccc3c2Cl)ccc1OC(=O)c1ccc([N+](=O)[O-])cc1
CHEMBL1332035,,Cn1cccc1-c1nc2cc(NC(=O)c3ccc([N+](=O)[O-])cc3)ccc2[nH]1,Potency,'=',1258.9,nM,Active,,1.26,Cn1cccc1-c1nc2cc(NC(=O)c3ccc([N+](=O)[O-])cc3)ccc2[nH]1,Cn1cccc1-c1nc2cc(NC(=O)c3ccc([N+](=O)[O-])cc3)ccc2[nH]1
CHEMBL1604303,,O=C(/C=C/Nc1ccc(Nc2ccccc2)cc1)c1cccs1,Potency,'=',1258.9,nM,Active,,1.26,O=C(/C=C/Nc1ccc(Nc2ccccc2)cc1)c1cccs1,O=C(/C=C/Nc1ccc(Nc2ccccc2)cc1)c1cccs1
CHEMBL1405147,,COc1ccc(/C=C/C(=O)CC(=O)/C=C/c2cccc(O)c2OC)cc1O,Potency,'=',1258.9,nM,Active,,1.26,COc1ccc(/C=C/C(=O)CC(=O)/C=C/c2cccc(O)c2OC)cc1O,COc1ccc(/C=C/C(=O)CC(=O)/C=C/c2cccc(O)c2OC)cc1O
CHEMBL288114,GALLIC ACID,O=C(O)c1cc(O)c(O)c(O)c1,Potency,'=',1258.9,nM,Active,2.0,1.26,O=C(O)c1cc(O)c(O)c(O)c1,O=C(O)c1cc(O)c(O)c(O)c1
CHEMBL1506832,,O=C(Nc1nc2ccc(Cl)cc2s1)c1ccc(N2CCCCC2)c([N+](=O)[O-])c1,Potency,'=',1258.9,nM,Active,,1.26,O=C(Nc1nc2ccc(Cl)cc2s1)c1ccc(N2CCCCC2)c([N+](=O)[O-])c1,O=C(Nc1nc2ccc(Cl)cc2s1)c1ccc(N2CCCCC2)c([N+](=O)[O-])c1
CHEMBL1982539,,COc1ccc2cc(C(=O)N/N=C/c3sc4ccccc4c3O)ccc2c1,Potency,'=',1258.9,nM,Active,,1.26,COc1ccc2cc(C(=O)N/N=C/c3sc4ccccc4c3O)ccc2c1,COc1ccc2cc(C(=O)N/N=C/c3sc4ccccc4c3O)ccc2c1
CHEMBL3192920,,N#Cc1c(/N=C/c2cc3ccccc3s2)sc2c1CCC2,Potency,'=',1258.9,nM,Active,,1.26,N#Cc1c(/N=C/c2cc3ccccc3s2)sc2c1CCC2,N#Cc1c(/N=C/c2cc3ccccc3s2)sc2c1CCC2
CHEMBL29898,QUINALIZARIN,O=C1c2ccc(O)c(O)c2C(=O)c2c(O)ccc(O)c21,Potency,'=',1412.5,nM,Active,,1.41,O=C1c2ccc(O)c(O)c2C(=O)c2c(O)ccc(O)c21,O=C1c2ccc(O)c(O)c2C(=O)c2c(O)ccc(O)c21
CHEMBL1578997,,O=C(O)c1ccc(NC2=C(Cl)C(=O)c3ccccc3C2=O)cc1,Potency,'=',1412.5,nM,Active,,1.41,O=C(O)c1ccc(NC2=C(Cl)C(=O)c3ccccc3C2=O)cc1,O=C(O)c1ccc(NC2=C(Cl)C(=O)c3ccccc3C2=O)cc1
CHEMBL1428164,,CC1=NN(c2nc(-c3ccc(C)cc3)cs2)C(=O)C1N=Nc1ccc2ccccc2c1,Potency,'=',1412.5,nM,Active,,1.41,CC1=NN(c2nc(-c3ccc(C)cc3)cs2)C(=O)C1N=Nc1ccc2ccccc2c1,CC1=NN(c2nc(-c3ccc(C)cc3)cs2)C(=O)C1N=Nc1ccc2ccccc2c1
CHEMBL1519374,,O=C1C(Cl)=C(Nc2ccc3c[nH]nc3c2)C(=O)c2ccccc21,Potency,'=',1412.5,nM,Active,,1.41,O=C1C(Cl)=C(Nc2ccc3c[nH]nc3c2)C(=O)c2ccccc21,O=C1C(Cl)=C(Nc2ccc3c[nH]nc3c2)C(=O)c2ccccc21
CHEMBL1557321,,CCOc1ccc(NC(=O)/C(C#N)=C\c2ccc(-c3ccc(Cl)cc3)o2)cc1,Potency,'=',1412.5,nM,Active,,1.41,CCOc1ccc(NC(=O)/C(C#N)=C\c2ccc(-c3ccc(Cl)cc3)o2)cc1,CCOc1ccc(NC(=O)/C(C#N)=C\c2ccc(-c3ccc(Cl)cc3)o2)cc1
CHEMBL1569804,,COc1cccc(N=Nc2c(N)nn3c(O)c4c(nc23)CCCC4)c1,Potency,'=',1412.5,nM,Active,,1.41,COc1cccc(N=Nc2c(N)nn3c(O)c4c(nc23)CCCC4)c1,COc1cccc(N=Nc2c(N)nn3c(O)c4c(nc23)CCCC4)c1
CHEMBL1361994,,Fc1ccc(-c2cnn3c(-c4cccs4)ccnc23)cc1,Potency,'=',1412.5,nM,Active,,1.41,Fc1ccc(-c2cnn3c(-c4cccs4)ccnc23)cc1,Fc1ccc(-c2cnn3c(-c4cccs4)ccnc23)cc1
CHEMBL1451749,,Cc1ccc(N=Nc2c(N)nn3c(N)c(C#N)c(C)nc23)cc1,Potency,'=',1412.5,nM,Active,,1.41,Cc1ccc(N=Nc2c(N)nn3c(N)c(C#N)c(C)nc23)cc1,Cc1ccc(N=Nc2c(N)nn3c(N)c(C#N)c(C)nc23)cc1
CHEMBL1395728,,N#C/C(=C\c1ccccc1)C(=O)Nc1sc2c(c1C(N)=O)CCC2,Potency,'=',1412.5,nM,Active,,1.41,N#C/C(=C\c1ccccc1)C(=O)Nc1sc2c(c1C(N)=O)CCC2,N#C/C(=C\c1ccccc1)C(=O)Nc1sc2c(c1C(N)=O)CCC2
CHEMBL1400145,,Cc1ccc2[nH]c(/C(C#N)=C/c3ccc(-c4cccc([N+](=O)[O-])c4)o3)nc2c1,Potency,'=',1412.5,nM,Active,,1.41,Cc1ccc2[nH]c(/C(C#N)=C/c3ccc(-c4cccc([N+](=O)[O-])c4)o3)nc2c1,Cc1ccc2[nH]c(/C(C#N)=C/c3ccc(-c4cccc([N+](=O)[O-])c4)o3)nc2c1
CHEMBL1525009,,CC(=O)Nc1ccc(/C=C/c2ccc3c([N+](=O)[O-])cccc3n2)cc1,Potency,'=',1412.5,nM,Active,,1.41,CC(=O)Nc1ccc(/C=C/c2ccc3c([N+](=O)[O-])cccc3n2)cc1,CC(=O)Nc1ccc(/C=C/c2ccc3c([N+](=O)[O-])cccc3n2)cc1
CHEMBL1567593,,O=C1c2ccccc2C(=O)C1c1nccc2ccccc12,Potency,'=',1412.5,nM,Active,,1.41,O=C1c2ccccc2C(=O)C1c1nccc2ccccc12,O=C1c2ccccc2C(=O)C1c1nccc2ccccc12
CHEMBL192627,CHLORANIL,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,Potency,'=',1412.5,nM,Active,,1.41,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl
CHEMBL1511452,,COc1ccc(N2CCN(c3ccc([N+](=O)[O-])nc3)CC2)cc1,Potency,'=',1412.5,nM,Active,,1.41,COc1ccc(N2CCN(c3ccc([N+](=O)[O-])nc3)CC2)cc1,COc1ccc(N2CCN(c3ccc([N+](=O)[O-])nc3)CC2)cc1
CHEMBL1444970,,CC(=O)Oc1ccc(C(=O)Cc2ccc3ccccc3n2)c(O)c1C,Potency,'=',1412.5,nM,Active,,1.41,CC(=O)Oc1ccc(C(=O)Cc2ccc3ccccc3n2)c(O)c1C,CC(=O)Oc1ccc(C(=O)Cc2ccc3ccccc3n2)c(O)c1C
CHEMBL1465297,,COc1cc(/C=C(\C#N)c2nc3ccccc3s2)cc([N+](=O)[O-])c1O,Potency,'=',1412.5,nM,Active,,1.41,COc1cc(/C=C(\C#N)c2nc3ccccc3s2)cc([N+](=O)[O-])c1O,COc1cc(/C=C(\C#N)c2nc3ccccc3s2)cc([N+](=O)[O-])c1O
CHEMBL3214563,,CC(/C=N\Nc1n[nH]c2c3cccc(C)c3nc-2n1)=C\c1ccco1,Potency,'=',1412.5,nM,Active,,1.41,CC(/C=N\Nc1n[nH]c2c3cccc(C)c3nc-2n1)=C\c1ccco1,CC(/C=N\Nc1n[nH]c2c3cccc(C)c3nc-2n1)=C\c1ccco1
CHEMBL1585285,,O=C1NC(=S)/C(=C/c2c[nH]c3ccccc23)S1,Potency,'=',1412.5,nM,Active,,1.41,O=C1NC(=S)/C(=C/c2c[nH]c3ccccc23)S1,O=C1NC(=S)/C(=C/c2c[nH]c3ccccc23)S1
CHEMBL1997899,,CCOc1ccc(/N=C/C=C(\O)c2ccccc2)c([N+](=O)[O-])c1,Potency,'=',1412.5,nM,Active,,1.41,CCOc1ccc(/N=C/C=C(\O)c2ccccc2)c([N+](=O)[O-])c1,CCOc1ccc(/N=C/C=C(\O)c2ccccc2)c([N+](=O)[O-])c1
CHEMBL1577193,,CCOC(=O)C1=C(C)OC2(O)c3ccccc3C(=O)C12O,Potency,'=',1412.5,nM,Active,,1.41,CCOC(=O)C1=C(C)OC2(O)c3ccccc3C(=O)C12O,CCOC(=O)C1=C(C)OC2(O)c3ccccc3C(=O)C12O
CHEMBL1579632,,CCOC(=O)c1ccc(N=Nc2c(O)nc(O)c(C#N)c2C)cc1,Potency,'=',1412.5,nM,Active,,1.41,CCOC(=O)c1ccc(N=Nc2c(O)nc(O)c(C#N)c2C)cc1,CCOC(=O)c1ccc(N=Nc2c(O)nc(O)c(C#N)c2C)cc1
CHEMBL1371568,,CCc1nnc(NC(=O)c2sc3nc4c(cc3c2N)CCCCC4)s1,Potency,'=',1412.5,nM,Active,,1.41,CCc1nnc(NC(=O)c2sc3nc4c(cc3c2N)CCCCC4)s1,CCc1nnc(NC(=O)c2sc3nc4c(cc3c2N)CCCCC4)s1
CHEMBL1570624,,Cc1cccc(/C=C2\CCC(=C3SCCCS3)C2=O)c1,Potency,'=',1412.5,nM,Active,,1.41,Cc1cccc(/C=C2\CCC(=C3SCCCS3)C2=O)c1,Cc1cccc(/C=C2\CCC(=C3SCCCS3)C2=O)c1
CHEMBL1564882,,CCOC(=O)c1ccc(-c2ccc(/C=C(\C#N)C(=O)Nc3ccc(OCC)cc3)o2)cc1,Potency,'=',1412.5,nM,Active,,1.41,CCOC(=O)c1ccc(-c2ccc(/C=C(\C#N)C(=O)Nc3ccc(OCC)cc3)o2)cc1,CCOC(=O)c1ccc(-c2ccc(/C=C(\C#N)C(=O)Nc3ccc(OCC)cc3)o2)cc1
CHEMBL1575578,,Nc1nn2c(O)c3c(nc2c1N=Nc1ccc(Cl)cc1)CCCC3,Potency,'=',1412.5,nM,Active,,1.41,Nc1nn2c(O)c3c(nc2c1N=Nc1ccc(Cl)cc1)CCCC3,Nc1nn2c(O)c3c(nc2c1N=Nc1ccc(Cl)cc1)CCCC3
CHEMBL3213793,,Cc1ccc(/N=C/c2nc(/C=C/c3cccc([N+](=O)[O-])c3)oc2O)cc1,Potency,'=',1412.5,nM,Active,,1.41,Cc1ccc(/N=C/c2nc(/C=C/c3cccc([N+](=O)[O-])c3)oc2O)cc1,Cc1ccc(/N=C/c2nc(/C=C/c3cccc([N+](=O)[O-])c3)oc2O)cc1
CHEMBL1578807,,Cc1ccc(N=Nc2c(N)nn3c(O)c4c(nc23)CCCC4)cc1,Potency,'=',1412.5,nM,Active,,1.41,Cc1ccc(N=Nc2c(N)nn3c(O)c4c(nc23)CCCC4)cc1,Cc1ccc(N=Nc2c(N)nn3c(O)c4c(nc23)CCCC4)cc1
CHEMBL1522796,,CN(C)c1ccc(N=Nc2cccc3ccoc23)cc1,Potency,'=',1412.5,nM,Active,,1.41,CN(C)c1ccc(N=Nc2cccc3ccoc23)cc1,CN(C)c1ccc(N=Nc2cccc3ccoc23)cc1
CHEMBL1361855,,COc1cc(N=Nc2cccc(S(N)(=O)=O)c2)c2ccccc2c1N,Potency,'=',1584.9,nM,Active,,1.58,COc1cc(N=Nc2cccc(S(N)(=O)=O)c2)c2ccccc2c1N,COc1cc(N=Nc2cccc(S(N)(=O)=O)c2)c2ccccc2c1N
CHEMBL601385,,COc1ccc(N=Nc2nc3ccc(Br)cc3n2C)cc1,Potency,'=',1584.9,nM,Active,,1.58,COc1ccc(N=Nc2nc3ccc(Br)cc3n2C)cc1,COc1ccc(N=Nc2nc3ccc(Br)cc3n2C)cc1
CHEMBL1560775,,O=C1N=C(Nc2ccc(O)cc2)S/C1=C\C=C\c1ccco1,Potency,'=',1584.9,nM,Active,,1.58,O=C1N=C(Nc2ccc(O)cc2)S/C1=C\C=C\c1ccco1,O=C1N=C(Nc2ccc(O)cc2)S/C1=C\C=C\c1ccco1
CHEMBL3194876,,Oc1ccc(/C=N/NC(=S)Nc2cccnc2)c(O)c1O,Potency,'=',1584.9,nM,Active,,1.58,Oc1ccc(/C=N/NC(=S)Nc2cccnc2)c(O)c1O,Oc1ccc(/C=N/NC(=S)Nc2cccnc2)c(O)c1O
CHEMBL1492305,,O=C(O)CCCN1C(=O)/C(=C/c2ccc(-c3nc4ccccc4s3)o2)SC1=S,Potency,'=',1584.9,nM,Active,,1.58,O=C(O)CCCN1C(=O)/C(=C/c2ccc(-c3nc4ccccc4s3)o2)SC1=S,O=C(O)CCCN1C(=O)/C(=C/c2ccc(-c3nc4ccccc4s3)o2)SC1=S
CHEMBL3190102,,Cc1ccc(NC(=O)c2ccc(N/N=C/c3cccc(O)c3)c([N+](=O)[O-])c2)cc1,Potency,'=',1584.9,nM,Active,,1.58,Cc1ccc(NC(=O)c2ccc(N/N=C/c3cccc(O)c3)c([N+](=O)[O-])c2)cc1,Cc1ccc(NC(=O)c2ccc(N/N=C/c3cccc(O)c3)c([N+](=O)[O-])c2)cc1
CHEMBL1508982,,CCN1/C(=C/c2ccc3cc(C)ccc3[n+]2C)Sc2ccc3sccc3c21.[I-],Potency,'=',1584.9,nM,Active,,1.58,CCN1/C(=C/c2ccc3cc(C)ccc3[n+]2C)Sc2ccc3sccc3c21.[I-],CCN1/C(=C/c2ccc3cc(C)ccc3[n+]2C)Sc2ccc3sccc3c21
CHEMBL1559260,,CCOC(=O)/C(C#N)=C/C=C1\C=Cc2ccccc2N1CC,Potency,'=',1584.9,nM,Active,,1.58,CCOC(=O)/C(C#N)=C/C=C1\C=Cc2ccccc2N1CC,CCOC(=O)/C(C#N)=C/C=C1\C=Cc2ccccc2N1CC
CHEMBL1572785,,CN(C)/C=C/C=C/C=C/C1=[N+](C)c2ccccc2C1(C)C.F[B-](F)(F)F,Potency,'=',1584.9,nM,Active,,1.58,CN(C)/C=C/C=C/C=C/C1=[N+](C)c2ccccc2C1(C)C.F[B-](F)(F)F,CN(C)/C=C/C=C/C=C/C1=[N+](C)c2ccccc2C1(C)C
CHEMBL1512538,,CN(C)c1ccc(-c2ccnc(O)c2N)cc1,Potency,'=',1584.9,nM,Active,,1.58,CN(C)c1ccc(-c2ccnc(O)c2N)cc1,CN(C)c1ccc(-c2ccnc(O)c2N)cc1
CHEMBL3145244,,Cc1ccc(-n2[nH]c(C)c(/C=N/Nc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])c2=O)cc1,Potency,'=',1584.9,nM,Active,,1.58,Cc1ccc(-n2[nH]c(C)c(/C=N/Nc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])c2=O)cc1,Cc1ccc(-n2[nH]c(C)c(/C=N/Nc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])c2=O)cc1
CHEMBL1998057,,COc1ccc(C(=O)/C=C/Nc2ccc([N+](=O)[O-])cc2C)cc1OC,Potency,'=',1584.9,nM,Active,,1.58,COc1ccc(C(=O)/C=C/Nc2ccc([N+](=O)[O-])cc2C)cc1OC,COc1ccc(C(=O)/C=C/Nc2ccc([N+](=O)[O-])cc2C)cc1OC
CHEMBL1995904,,COc1cc(/C=N\Nc2ccc([N+](=O)[O-])cc2)ccc1OCC(=O)Nc1ccc(C)c(C)c1,Potency,'=',1584.9,nM,Active,,1.58,COc1cc(/C=N\Nc2ccc([N+](=O)[O-])cc2)ccc1OCC(=O)Nc1ccc(C)c(C)c1,COc1cc(/C=N\Nc2ccc([N+](=O)[O-])cc2)ccc1OCC(=O)Nc1ccc(C)c(C)c1
CHEMBL3214431,,CN(C)c1ccc(/C=N/NC(=O)c2ccc(NC(=O)c3ccccc3)cc2)cc1,Potency,'=',1584.9,nM,Active,,1.58,CN(C)c1ccc(/C=N/NC(=O)c2ccc(NC(=O)c3ccccc3)cc2)cc1,CN(C)c1ccc(/C=N/NC(=O)c2ccc(NC(=O)c3ccccc3)cc2)cc1
CHEMBL1613554,,CNc1ccc(/C=C2\COc3ccccc3C2=O)cc1[N+](=O)[O-],Potency,'=',1584.9,nM,Active,,1.58,CNc1ccc(/C=C2\COc3ccccc3C2=O)cc1[N+](=O)[O-],CNc1ccc(/C=C2\COc3ccccc3C2=O)cc1[N+](=O)[O-]
