Molecule ChEMBL ID,Molecule Name,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Comment,Molecule Max Phase,Activity µM,canonical_smiles,NEW_SMILES
CHEMBL1386368,,N#Cc1cccc(-n2nnnc2-c2ccccn2)c1,Potency,'=',6309.6,nM,Active,,6.31,N#Cc1cccc(-n2nnnc2-c2ccccn2)c1,N#Cc1cccc(-n2nnnc2-c2ccccn2)c1
CHEMBL3145114,,Nc1[nH]n(-c2ccccc2)c(=O)c1N=Nc1ccc2c(c1)OCCO2,Potency,'=',6309.6,nM,Active,,6.31,Nc1[nH]n(-c2ccccc2)c(=O)c1N=Nc1ccc2c(c1)OCCO2,Nc1[nH]n(-c2ccccc2)c(=O)c1N=Nc1ccc2c(c1)OCCO2
CHEMBL1608786,,Cc1nc(NC(=O)c2ccco2)sc1-c1csc(Nc2ccc(Cl)cc2)n1,Potency,'=',7079.5,nM,Active,,7.08,Cc1nc(NC(=O)c2ccco2)sc1-c1csc(Nc2ccc(Cl)cc2)n1,Cc1nc(NC(=O)c2ccco2)sc1-c1csc(Nc2ccc(Cl)cc2)n1
CHEMBL1540701,,CC(C)C(=O)Nc1ccc(NC(=S)NC(=O)c2ccc([N+](=O)[O-])cc2)cc1,Potency,'=',7079.5,nM,Active,,7.08,CC(C)C(=O)Nc1ccc(NC(=S)NC(=O)c2ccc([N+](=O)[O-])cc2)cc1,CC(C)C(=O)Nc1ccc(NC(=S)NC(=O)c2ccc([N+](=O)[O-])cc2)cc1
CHEMBL1578960,,CCOC(=O)c1sc2cc([N+](=O)[O-])cc(SCC(=O)OC)c2c1N,Potency,'=',7079.5,nM,Active,,7.08,CCOC(=O)c1sc2cc([N+](=O)[O-])cc(SCC(=O)OC)c2c1N,CCOC(=O)c1sc2cc([N+](=O)[O-])cc(SCC(=O)OC)c2c1N
CHEMBL1394980,,O=C(CSc1nc(-c2ccccc2)[nH]c1-c1ccccc1)Nc1ccc2c(c1)OCO2,Potency,'=',7079.5,nM,Active,,7.08,O=C(CSc1nc(-c2ccccc2)[nH]c1-c1ccccc1)Nc1ccc2c(c1)OCO2,O=C(CSc1nc(-c2ccccc2)[nH]c1-c1ccccc1)Nc1ccc2c(c1)OCO2
CHEMBL1480844,,Cc1nonc1OCCNc1ccc([N+](=O)[O-])c2cccnc12,Potency,'=',7079.5,nM,Active,,7.08,Cc1nonc1OCCNc1ccc([N+](=O)[O-])c2cccnc12,Cc1nonc1OCCNc1ccc([N+](=O)[O-])c2cccnc12
CHEMBL1402356,,CC(=O)Nc1ccc(-c2csc(Nc3cc(C)ccn3)n2)cc1,Potency,'=',7079.5,nM,Active,,7.08,CC(=O)Nc1ccc(-c2csc(Nc3cc(C)ccn3)n2)cc1,CC(=O)Nc1ccc(-c2csc(Nc3cc(C)ccn3)n2)cc1
CHEMBL1552095,,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@H]2c3cccc4[nH]cc(c34)C[C@@H]21,Potency,'=',7079.5,nM,Active,,7.08,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@H]2c3cccc4[nH]cc(c34)C[C@@H]21,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@H]2c3cccc4[nH]cc(c34)C[C@@H]21
CHEMBL3199060,,O=c1nc2s/c(=C\c3ccc(-c4ccccc4[N+](=O)[O-])o3)c(=O)n2nc1-c1ccccc1,Potency,'=',7079.5,nM,Active,,7.08,O=c1nc2s/c(=C\c3ccc(-c4ccccc4[N+](=O)[O-])o3)c(=O)n2nc1-c1ccccc1,O=c1nc2s/c(=C\c3ccc(-c4ccccc4[N+](=O)[O-])o3)c(=O)n2nc1-c1ccccc1
CHEMBL1357158,,COc1ccc(-c2cc3ncc(C(=O)c4cc([N+](=O)[O-])ccc4O)cn3n2)cc1,Potency,'=',7079.5,nM,Active,,7.08,COc1ccc(-c2cc3ncc(C(=O)c4cc([N+](=O)[O-])ccc4O)cn3n2)cc1,COc1ccc(-c2cc3ncc(C(=O)c4cc([N+](=O)[O-])ccc4O)cn3n2)cc1
CHEMBL1411555,,COc1cc2c(cc1NC(=O)Nc1ccccc1)oc1ccccc12,Potency,'=',7079.5,nM,Active,,7.08,COc1cc2c(cc1NC(=O)Nc1ccccc1)oc1ccccc12,COc1cc2c(cc1NC(=O)Nc1ccccc1)oc1ccccc12
CHEMBL3212616,,Cc1ccc(N/N=C2\CC(=O)c3ccccc32)cc1Cl,Potency,'=',7079.5,nM,Active,,7.08,Cc1ccc(N/N=C2\CC(=O)c3ccccc32)cc1Cl,Cc1ccc(N/N=C2\CC(=O)c3ccccc32)cc1Cl
CHEMBL117966,,N#C/C(=C\c1ccc([N+](=O)[O-])o1)c1nc2ccccc2[nH]1,Potency,'=',7079.5,nM,Active,,7.08,N#C/C(=C\c1ccc([N+](=O)[O-])o1)c1nc2ccccc2[nH]1,N#C/C(=C\c1ccc([N+](=O)[O-])o1)c1nc2ccccc2[nH]1
CHEMBL1345063,,CCc1cc(-c2[nH]nc(C)c2Oc2ccc(C(C)C)cc2)c(O)cc1O,Potency,'=',7079.5,nM,Active,,7.08,CCc1cc(-c2[nH]nc(C)c2Oc2ccc(C(C)C)cc2)c(O)cc1O,CCc1cc(-c2[nH]nc(C)c2Oc2ccc(C(C)C)cc2)c(O)cc1O
CHEMBL1966864,,Cc1c(O)ccc(/C(Cc2ccc3ccccc3n2)=N\N)c1O,Potency,'=',7079.5,nM,Active,,7.08,Cc1c(O)ccc(/C(Cc2ccc3ccccc3n2)=N\N)c1O,Cc1c(O)ccc(/C(Cc2ccc3ccccc3n2)=N\N)c1O
CHEMBL1565717,,CC(=O)c1cc(C#N)c(SCC(=O)Nc2nccs2)nc1C,Potency,'=',7079.5,nM,Active,,7.08,CC(=O)c1cc(C#N)c(SCC(=O)Nc2nccs2)nc1C,CC(=O)c1cc(C#N)c(SCC(=O)Nc2nccs2)nc1C
CHEMBL1580852,,O=C(/C=C/c1cccs1)c1ccc(NC(=O)c2cccc(Br)c2)cc1,Potency,'=',7079.5,nM,Active,,7.08,O=C(/C=C/c1cccs1)c1ccc(NC(=O)c2cccc(Br)c2)cc1,O=C(/C=C/c1cccs1)c1ccc(NC(=O)c2cccc(Br)c2)cc1
CHEMBL1360562,,Oc1cccc(Nc2nc(-c3ccccc3)nc3ccccc23)c1,Potency,'=',7079.5,nM,Active,,7.08,Oc1cccc(Nc2nc(-c3ccccc3)nc3ccccc23)c1,Oc1cccc(Nc2nc(-c3ccccc3)nc3ccccc23)c1
CHEMBL1538442,,Cc1cccc(Nc2nc(-c3ccc4c(c3)OCCO4)cs2)c1,Potency,'=',7079.5,nM,Active,,7.08,Cc1cccc(Nc2nc(-c3ccc4c(c3)OCCO4)cs2)c1,Cc1cccc(Nc2nc(-c3ccc4c(c3)OCCO4)cs2)c1
CHEMBL1382785,,O=C(O)c1ccccc1NS(=O)(=O)c1ccc(NN=C(S)Nc2ccc(OC(F)F)cc2)c([N+](=O)[O-])c1,Potency,'=',7079.5,nM,Active,,7.08,O=C(O)c1ccccc1NS(=O)(=O)c1ccc(NN=C(S)Nc2ccc(OC(F)F)cc2)c([N+](=O)[O-])c1,O=C(O)c1ccccc1NS(=O)(=O)c1ccc(NN=C(S)Nc2ccc(OC(F)F)cc2)c([N+](=O)[O-])c1
CHEMBL1565767,,CN(C)Cc1cc(O)c(CN(C)C)cc1O,Potency,'=',7079.5,nM,Active,,7.08,CN(C)Cc1cc(O)c(CN(C)C)cc1O,CN(C)Cc1cc(O)c(CN(C)C)cc1O
CHEMBL1551167,,COc1cccc(NC(=O)CSc2nc3ccc(NC(=O)c4cccs4)cc3s2)c1,Potency,'=',7079.5,nM,Active,,7.08,COc1cccc(NC(=O)CSc2nc3ccc(NC(=O)c4cccs4)cc3s2)c1,COc1cccc(NC(=O)CSc2nc3ccc(NC(=O)c4cccs4)cc3s2)c1
CHEMBL1334570,,COC(=O)c1sc2nc(-c3ccco3)ccc2c1N,Potency,'=',7079.5,nM,Active,,7.08,COC(=O)c1sc2nc(-c3ccco3)ccc2c1N,COC(=O)c1sc2nc(-c3ccco3)ccc2c1N
CHEMBL1498652,,O=C1C(C2=C(O)c3ccccc3C2=O)=Nc2ccccc21,Potency,'=',7079.5,nM,Active,,7.08,O=C1C(C2=C(O)c3ccccc3C2=O)=Nc2ccccc21,O=C1C(C2=C(O)c3ccccc3C2=O)=Nc2ccccc21
CHEMBL1441415,,CN(C)c1ccc(-c2nc(Nc3ccncc3)c3ccccc3n2)cc1,Potency,'=',7079.5,nM,Active,,7.08,CN(C)c1ccc(-c2nc(Nc3ccncc3)c3ccccc3n2)cc1,CN(C)c1ccc(-c2nc(Nc3ccncc3)c3ccccc3n2)cc1
CHEMBL1405247,,COc1c(O)ccc(/C=C(\C#N)c2nc3ccccc3[nH]2)c1[N+](=O)[O-],Potency,'=',7079.5,nM,Active,,7.08,COc1c(O)ccc(/C=C(\C#N)c2nc3ccccc3[nH]2)c1[N+](=O)[O-],COc1c(O)ccc(/C=C(\C#N)c2nc3ccccc3[nH]2)c1[N+](=O)[O-]
CHEMBL1364221,,O=C(O)c1ccc(Nc2cc(Cl)c3nonc3c2[N+](=O)[O-])cc1,Potency,'=',7079.5,nM,Active,,7.08,O=C(O)c1ccc(Nc2cc(Cl)c3nonc3c2[N+](=O)[O-])cc1,O=C(O)c1ccc(Nc2cc(Cl)c3nonc3c2[N+](=O)[O-])cc1
CHEMBL1481764,,O=C(Nc1cc(Oc2ccc(Cl)cc2)cc([N+](=O)[O-])c1)c1ccco1,Potency,'=',7079.5,nM,Active,,7.08,O=C(Nc1cc(Oc2ccc(Cl)cc2)cc([N+](=O)[O-])c1)c1ccco1,O=C(Nc1cc(Oc2ccc(Cl)cc2)cc([N+](=O)[O-])c1)c1ccco1
CHEMBL3191780,,C/N=c1\scc(C)n1/N=C/c1ccc(O)c(O)c1O,Potency,'=',7079.5,nM,Active,,7.08,C/N=c1\scc(C)n1/N=C/c1ccc(O)c(O)c1O,C/N=c1\scc(C)n1/N=C/c1ccc(O)c(O)c1O
CHEMBL1566130,,N#C/C(=C(/O)c1ccc([N+](=O)[O-])o1)c1nc2ccccc2[nH]1,Potency,'=',7079.5,nM,Active,,7.08,N#C/C(=C(/O)c1ccc([N+](=O)[O-])o1)c1nc2ccccc2[nH]1,N#C/C(=C(/O)c1ccc([N+](=O)[O-])o1)c1nc2ccccc2[nH]1
CHEMBL1407512,,C=CCNc1nc(-c2ccc([N+](=O)[O-])cc2)cs1,Potency,'=',7079.5,nM,Active,,7.08,C=CCNc1nc(-c2ccc([N+](=O)[O-])cc2)cs1,C=CCNc1nc(-c2ccc([N+](=O)[O-])cc2)cs1
CHEMBL3192178,,O=C(N/N=C/c1ccc(-c2ccccc2[N+](=O)[O-])o1)c1cccnc1,Potency,'=',7079.5,nM,Active,,7.08,O=C(N/N=C/c1ccc(-c2ccccc2[N+](=O)[O-])o1)c1cccnc1,O=C(N/N=C/c1ccc(-c2ccccc2[N+](=O)[O-])o1)c1cccnc1
CHEMBL2132953,,CC/C(=N\c1ccc(N)cc1)C1=C(O)C(C(=O)OC)C(C)(C)CC1=O,Potency,'=',7079.5,nM,Active,,7.08,CC/C(=N\c1ccc(N)cc1)C1=C(O)C(C(=O)OC)C(C)(C)CC1=O,CC/C(=N\c1ccc(N)cc1)C1=C(O)C(C(=O)OC)C(C)(C)CC1=O
CHEMBL1964690,,O=[N+]([O-])c1ccc(N/N=C\c2cccn2-c2ccccc2)nc1,Potency,'=',7079.5,nM,Active,,7.08,O=[N+]([O-])c1ccc(N/N=C\c2cccn2-c2ccccc2)nc1,O=[N+]([O-])c1ccc(N/N=C\c2cccn2-c2ccccc2)nc1
CHEMBL1448985,,O=C(NCCc1ccccc1)c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,Potency,'=',7079.5,nM,Active,,7.08,O=C(NCCc1ccccc1)c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,O=C(NCCc1ccccc1)c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1
CHEMBL3195851,,CCN(CC)c1ccc(/C=c2\sc3nnc(-c4ccccc4Cl)n3c2=O)cc1,Potency,'=',7079.5,nM,Active,,7.08,CCN(CC)c1ccc(/C=c2\sc3nnc(-c4ccccc4Cl)n3c2=O)cc1,CCN(CC)c1ccc(/C=c2\sc3nnc(-c4ccccc4Cl)n3c2=O)cc1
CHEMBL1882689,,O=C(N/N=C/c1c[nH]c2ccccc12)C1CC1(c1ccccc1)c1ccccc1,Potency,'=',7079.5,nM,Active,,7.08,O=C(N/N=C/c1c[nH]c2ccccc12)C1CC1(c1ccccc1)c1ccccc1,O=C(N/N=C/c1c[nH]c2ccccc12)C1CC1(c1ccccc1)c1ccccc1
CHEMBL1969672,,Cc1cc(C)c(S(=O)(=O)/N=C2/C=C(SCC(=O)O)C(=O)c3ccccc32)cc1C,Potency,'=',7079.5,nM,Active,,7.08,Cc1cc(C)c(S(=O)(=O)/N=C2/C=C(SCC(=O)O)C(=O)c3ccccc32)cc1C,Cc1cc(C)c(S(=O)(=O)/N=C2/C=C(SCC(=O)O)C(=O)c3ccccc32)cc1C
CHEMBL3195863,,CCOC(=O)/C(=N\Nc1ccccc1)c1csc(Nc2ccc(C)cc2)n1,Potency,'=',7079.5,nM,Active,,7.08,CCOC(=O)/C(=N\Nc1ccccc1)c1csc(Nc2ccc(C)cc2)n1,CCOC(=O)/C(=N\Nc1ccccc1)c1csc(Nc2ccc(C)cc2)n1
CHEMBL1582195,,COc1cc(N=Nc2c(O)nc3ccccc3c2O)c(OC)cc1N=Nc1ccccc1,Potency,'=',7079.5,nM,Active,,7.08,COc1cc(N=Nc2c(O)nc3ccccc3c2O)c(OC)cc1N=Nc1ccccc1,COc1cc(N=Nc2c(O)nc3ccccc3c2O)c(OC)cc1N=Nc1ccccc1
CHEMBL1463626,,CC1C/C(=C\c2cccnc2)C(=O)/C(=C/c2cccnc2)C1,Potency,'=',7079.5,nM,Active,,7.08,CC1C/C(=C\c2cccnc2)C(=O)/C(=C/c2cccnc2)C1,CC1C/C(=C\c2cccnc2)C(=O)/C(=C/c2cccnc2)C1
CHEMBL1423421,,COc1cc(N=Nc2ccccc2C(=O)O)ccc1O,Potency,'=',7079.5,nM,Active,,7.08,COc1cc(N=Nc2ccccc2C(=O)O)ccc1O,COc1cc(N=Nc2ccccc2C(=O)O)ccc1O
CHEMBL1404493,,CCN1/C(=C/c2ccc3cc(C)ccc3[n+]2CC)Sc2cc(C)c(C)cc21.[I-],Potency,'=',7079.5,nM,Active,,7.08,CCN1/C(=C/c2ccc3cc(C)ccc3[n+]2CC)Sc2cc(C)c(C)cc21.[I-],CCN1/C(=C/c2ccc3cc(C)ccc3[n+]2CC)Sc2cc(C)c(C)cc21
CHEMBL1475581,,N#C/C(=C\c1ccc(-c2cc(Cl)ccc2Cl)o1)C(=O)Nc1ccccc1C(=O)O,Potency,'=',7079.5,nM,Active,,7.08,N#C/C(=C\c1ccc(-c2cc(Cl)ccc2Cl)o1)C(=O)Nc1ccccc1C(=O)O,N#C/C(=C\c1ccc(-c2cc(Cl)ccc2Cl)o1)C(=O)Nc1ccccc1C(=O)O
CHEMBL1524990,,CCOc1cc(/C=C/c2ccc3cccc([N+](=O)[O-])c3n2)ccc1OCC(=O)N(C)C,Potency,'=',7079.5,nM,Active,,7.08,CCOc1cc(/C=C/c2ccc3cccc([N+](=O)[O-])c3n2)ccc1OCC(=O)N(C)C,CCOc1cc(/C=C/c2ccc3cccc([N+](=O)[O-])c3n2)ccc1OCC(=O)N(C)C
CHEMBL3192054,,Clc1cccc(N/N=C(\Cc2nc3ccccc3[nH]2)c2ccccc2)c1,Potency,'=',7079.5,nM,Active,,7.08,Clc1cccc(N/N=C(\Cc2nc3ccccc3[nH]2)c2ccccc2)c1,Clc1cccc(N/N=C(\Cc2nc3ccccc3[nH]2)c2ccccc2)c1
CHEMBL1454677,,O=C(Cc1cccs1)NCCSc1c(-c2ccc(Cl)cc2)[nH]c2ccccc12,Potency,'=',7079.5,nM,Active,,7.08,O=C(Cc1cccs1)NCCSc1c(-c2ccc(Cl)cc2)[nH]c2ccccc12,O=C(Cc1cccs1)NCCSc1c(-c2ccc(Cl)cc2)[nH]c2ccccc12
CHEMBL1429086,,COCCN1C(=O)/C(=C/c2ccc(N3CCCC3)cc2C)SC1=S,Potency,'=',7079.5,nM,Active,,7.08,COCCN1C(=O)/C(=C/c2ccc(N3CCCC3)cc2C)SC1=S,COCCN1C(=O)/C(=C/c2ccc(N3CCCC3)cc2C)SC1=S
CHEMBL1482420,,Cc1cc(Nc2cccc(C(F)(F)F)c2)nc2ccc(NC(=O)c3cccc(Cl)c3)cc12,Potency,'=',7079.5,nM,Active,,7.08,Cc1cc(Nc2cccc(C(F)(F)F)c2)nc2ccc(NC(=O)c3cccc(Cl)c3)cc12,Cc1cc(Nc2cccc(C(F)(F)F)c2)nc2ccc(NC(=O)c3cccc(Cl)c3)cc12
CHEMBL1422933,,COc1ccc(-c2c[nH]nc2-c2ccc(OCc3ccc([N+](=O)[O-])cc3)cc2O)cc1OC,Potency,'=',7079.5,nM,Active,,7.08,COc1ccc(-c2c[nH]nc2-c2ccc(OCc3ccc([N+](=O)[O-])cc3)cc2O)cc1OC,COc1ccc(-c2c[nH]nc2-c2ccc(OCc3ccc([N+](=O)[O-])cc3)cc2O)cc1OC
CHEMBL3196552,,CCC/C(=N\c1ccc(N)cc1)C1=C(O)C(C(=O)OC)C(C)(C)CC1=O,Potency,'=',7079.5,nM,Active,,7.08,CCC/C(=N\c1ccc(N)cc1)C1=C(O)C(C(=O)OC)C(C)(C)CC1=O,CCC/C(=N\c1ccc(N)cc1)C1=C(O)C(C(=O)OC)C(C)(C)CC1=O
CHEMBL1449493,,COc1cccc(Nc2nc(-c3ccc4c(c3)OCCO4)cs2)c1,Potency,'=',7079.5,nM,Active,,7.08,COc1cccc(Nc2nc(-c3ccc4c(c3)OCCO4)cs2)c1,COc1cccc(Nc2nc(-c3ccc4c(c3)OCCO4)cs2)c1
CHEMBL3191831,,Cc1cc(C(=O)N/N=C/c2cc(N=Nc3ccccc3)ccc2O)[nH]n1,Potency,'=',7079.5,nM,Active,,7.08,Cc1cc(C(=O)N/N=C/c2cc(N=Nc3ccccc3)ccc2O)[nH]n1,Cc1cc(C(=O)N/N=C/c2cc(N=Nc3ccccc3)ccc2O)[nH]n1
CHEMBL1358182,,COc1ccc2nc(NC(=O)c3nc(S(=O)(=O)Cc4ccccc4F)ncc3Cl)sc2c1,Potency,'=',7079.5,nM,Active,,7.08,COc1ccc2nc(NC(=O)c3nc(S(=O)(=O)Cc4ccccc4F)ncc3Cl)sc2c1,COc1ccc2nc(NC(=O)c3nc(S(=O)(=O)Cc4ccccc4F)ncc3Cl)sc2c1
CHEMBL1504676,,COc1cc(/C=C(\C#N)c2nc3ccccc3[nH]2)cc(OC)c1O,Potency,'=',7079.5,nM,Active,,7.08,COc1cc(/C=C(\C#N)c2nc3ccccc3[nH]2)cc(OC)c1O,COc1cc(/C=C(\C#N)c2nc3ccccc3[nH]2)cc(OC)c1O
CHEMBL3195461,,Oc1ccc(/N=C/c2sc3ccccc3c2Cl)cc1,Potency,'=',7079.5,nM,Active,,7.08,Oc1ccc(/N=C/c2sc3ccccc3c2Cl)cc1,Oc1ccc(/N=C/c2sc3ccccc3c2Cl)cc1
CHEMBL3191647,,COc1cccc(N/N=C2\C(=O)Nn3c2nc2c(c3=O)CCC2)c1,Potency,'=',7079.5,nM,Active,,7.08,COc1cccc(N/N=C2\C(=O)Nn3c2nc2c(c3=O)CCC2)c1,COc1cccc(N/N=C2\C(=O)Nn3c2nc2c(c3=O)CCC2)c1
CHEMBL1599674,,O=C1/C(=C/c2cccnc2)CCc2c1[nH]c1ccccc21,Potency,'=',7079.5,nM,Active,,7.08,O=C1/C(=C/c2cccnc2)CCc2c1[nH]c1ccccc21,O=C1/C(=C/c2cccnc2)CCc2c1[nH]c1ccccc21
CHEMBL1505198,,C=CCN1C(=O)C2(NNc3ccccc3O2)c2ccccc21,Potency,'=',7079.5,nM,Active,,7.08,C=CCN1C(=O)C2(NNc3ccccc3O2)c2ccccc21,C=CCN1C(=O)C2(NNc3ccccc3O2)c2ccccc21
CHEMBL3197008,,CCOC(=O)/C(=N/Nc1ccccc1)c1csc(Nc2ccccc2)n1,Potency,'=',7079.5,nM,Active,,7.08,CCOC(=O)/C(=N/Nc1ccccc1)c1csc(Nc2ccccc2)n1,CCOC(=O)/C(=N/Nc1ccccc1)c1csc(Nc2ccccc2)n1
CHEMBL3210057,,CCn1c(C)c(/C=N/Nc2nc3ccccc3s2)c2ccccc21,Potency,'=',7079.5,nM,Active,,7.08,CCn1c(C)c(/C=N/Nc2nc3ccccc3s2)c2ccccc21,CCn1c(C)c(/C=N/Nc2nc3ccccc3s2)c2ccccc21
CHEMBL1342894,,CN1C=C/C(=C/c2ccc3ccccc3[n+]2C)c2ccccc21.[I-],Potency,'=',7079.5,nM,Active,,7.08,CN1C=C/C(=C/c2ccc3ccccc3[n+]2C)c2ccccc21.[I-],CN1C=C/C(=C/c2ccc3ccccc3[n+]2C)c2ccccc21
CHEMBL2003831,,O=[N+]([O-])c1ccc(N/N=C/c2ccccc2)c(F)c1,Potency,'=',7079.5,nM,Active,,7.08,O=[N+]([O-])c1ccc(N/N=C/c2ccccc2)c(F)c1,O=[N+]([O-])c1ccc(N/N=C/c2ccccc2)c(F)c1
CHEMBL1491933,,CCOC(=O)c1sc(=S)n2c1[nH]c(=O)c1ccc(C(=O)OC)cc12,Potency,'=',7079.5,nM,Active,,7.08,CCOC(=O)c1sc(=S)n2c1[nH]c(=O)c1ccc(C(=O)OC)cc12,CCOC(=O)c1sc(=S)n2c1[nH]c(=O)c1ccc(C(=O)OC)cc12
CHEMBL1399633,,Cc1ccc(NC(=O)c2ccc(F)c(S(=O)(=O)NCCc3ccccc3)c2)cc1F,Potency,'=',7079.5,nM,Active,,7.08,Cc1ccc(NC(=O)c2ccc(F)c(S(=O)(=O)NCCc3ccccc3)c2)cc1F,Cc1ccc(NC(=O)c2ccc(F)c(S(=O)(=O)NCCc3ccccc3)c2)cc1F
CHEMBL1441442,,CCc1cc(C(=O)N=Nc2c(O)[nH]c3c(Br)cc(Br)cc23)c2ccccc2n1,Potency,'=',7079.5,nM,Active,,7.08,CCc1cc(C(=O)N=Nc2c(O)[nH]c3c(Br)cc(Br)cc23)c2ccccc2n1,CCc1cc(C(=O)N=Nc2c(O)[nH]c3c(Br)cc(Br)cc23)c2ccccc2n1
CHEMBL3209776,,CCOC(=O)/C(=N\Nc1ccc(OC)cc1)c1csc(Nc2ccccc2)n1,Potency,'=',7079.5,nM,Active,,7.08,CCOC(=O)/C(=N\Nc1ccc(OC)cc1)c1csc(Nc2ccccc2)n1,CCOC(=O)/C(=N\Nc1ccc(OC)cc1)c1csc(Nc2ccccc2)n1
CHEMBL1567016,,O=C1/C(=C/c2ccc(O)c([N+](=O)[O-])c2)SC(=S)N1Cc1ccccc1,Potency,'=',7079.5,nM,Active,,7.08,O=C1/C(=C/c2ccc(O)c([N+](=O)[O-])c2)SC(=S)N1Cc1ccccc1,O=C1/C(=C/c2ccc(O)c([N+](=O)[O-])c2)SC(=S)N1Cc1ccccc1
CHEMBL3195083,,CC/N=c1\scc(-c2ccco2)n1/N=C/c1ccc(O)cc1,Potency,'=',7079.5,nM,Active,,7.08,CC/N=c1\scc(-c2ccco2)n1/N=C/c1ccc(O)cc1,CC/N=c1\scc(-c2ccco2)n1/N=C/c1ccc(O)cc1
CHEMBL1566068,,CCOc1ccc(CNc2ccc(N3CCCC3)cc2)cc1,Potency,'=',7079.5,nM,Active,,7.08,CCOc1ccc(CNc2ccc(N3CCCC3)cc2)cc1,CCOc1ccc(CNc2ccc(N3CCCC3)cc2)cc1
CHEMBL1528956,,COc1ccc(NC(=O)/C(C#N)=C/C=C/c2ccco2)cc1,Potency,'=',7079.5,nM,Active,,7.08,COc1ccc(NC(=O)/C(C#N)=C/C=C/c2ccco2)cc1,COc1ccc(NC(=O)/C(C#N)=C/C=C/c2ccco2)cc1
CHEMBL1493953,,O=[N+]([O-])c1cc(C(F)(F)F)ccc1NCCN=C(S)Nc1ccc(Cl)cc1,Potency,'=',7079.5,nM,Active,,7.08,O=[N+]([O-])c1cc(C(F)(F)F)ccc1NCCN=C(S)Nc1ccc(Cl)cc1,O=[N+]([O-])c1cc(C(F)(F)F)ccc1NCCN=C(S)Nc1ccc(Cl)cc1
CHEMBL1430473,,O=C(O)C1Nc2c(O)cc(Cl)c([N+](=O)[O-])c2C2C=CCC12,Potency,'=',7079.5,nM,Active,,7.08,O=C(O)C1Nc2c(O)cc(Cl)c([N+](=O)[O-])c2C2C=CCC12,O=C(O)C1Nc2c(O)cc(Cl)c([N+](=O)[O-])c2C2C=CCC12
CHEMBL1462108,,COc1ccc(/C=C/C(=O)c2cc3cccc(OC)c3oc2=O)cc1,Potency,'=',7079.5,nM,Active,,7.08,COc1ccc(/C=C/C(=O)c2cc3cccc(OC)c3oc2=O)cc1,COc1ccc(/C=C/C(=O)c2cc3cccc(OC)c3oc2=O)cc1
CHEMBL1394525,,CCCCN(CCCNC(=O)c1cc(Nc2ccc(OC)c(OC)c2)nc2ccccc12)c1ccccc1,Potency,'=',7079.5,nM,Active,,7.08,CCCCN(CCCNC(=O)c1cc(Nc2ccc(OC)c(OC)c2)nc2ccccc12)c1ccccc1,CCCCN(CCCNC(=O)c1cc(Nc2ccc(OC)c(OC)c2)nc2ccccc12)c1ccccc1
CHEMBL1447667,,O=C1CC(N2CCOCC2)=NN1c1ccc([N+](=O)[O-])cc1,Potency,'=',7079.5,nM,Active,,7.08,O=C1CC(N2CCOCC2)=NN1c1ccc([N+](=O)[O-])cc1,O=C1CC(N2CCOCC2)=NN1c1ccc([N+](=O)[O-])cc1
CHEMBL1454269,,CCOc1ccccc1CNc1ccc(O)cc1,Potency,'=',7079.5,nM,Active,,7.08,CCOc1ccccc1CNc1ccc(O)cc1,CCOc1ccccc1CNc1ccc(O)cc1
CHEMBL1512931,,Cn1nc(C(=O)N2CCN(c3ccc(F)cc3)CC2)c2c1-c1ccccc1SC2,Potency,'=',7079.5,nM,Active,,7.08,Cn1nc(C(=O)N2CCN(c3ccc(F)cc3)CC2)c2c1-c1ccccc1SC2,Cn1nc(C(=O)N2CCN(c3ccc(F)cc3)CC2)c2c1-c1ccccc1SC2
CHEMBL1588069,,COc1ccc(Nc2nnc(SC(C(=O)Nc3ccc(OC)c(Cl)c3)c3ccccc3)s2)cc1,Potency,'=',7079.5,nM,Active,,7.08,COc1ccc(Nc2nnc(SC(C(=O)Nc3ccc(OC)c(Cl)c3)c3ccccc3)s2)cc1,COc1ccc(Nc2nnc(SC(C(=O)Nc3ccc(OC)c(Cl)c3)c3ccccc3)s2)cc1
CHEMBL1333110,,CN1/C(=C\C(=O)Nc2ccc(Br)cc2)C(C)(C)c2ccccc21,Potency,'=',7079.5,nM,Active,,7.08,CN1/C(=C\C(=O)Nc2ccc(Br)cc2)C(C)(C)c2ccccc21,CN1/C(=C\C(=O)Nc2ccc(Br)cc2)C(C)(C)c2ccccc21
